focus_group,pain_points,processed_text,sentiment
DOCE Admin Aide,IPS crashes frequently during complaint entry and daily operations.,ips crashes frequently during complaint entry and daily operations,negative
DOCE Admin Aide,Users experience unhandled exceptions and memory-related errors.,users experience unhandled exceptions and memory related errors,negative
DOCE Admin Aide,Work can be lost when the system crashes unexpectedly.,work can be lost when the system crashes unexpectedly,negative
DOCE Admin Aide,Multiple open tabs may contribute to instability.,multiple open tabs may contribute to instability,neutral
DOCE Admin Aide,Inspection appointments must be entered into multiple systems.,inspection appointments must be entered into multiple systems,neutral
DOCE Admin Aide,Outlook and IPS schedules are not synchronized.,outlook and ips schedules are not synchronized,neutral
DOCE Admin Aide,Periodic Inspection scheduling workflows are cumbersome.,periodic inspection scheduling workflows are cumbersome,neutral
DOCE Admin Aide,Inspector lists in the Periodic Inspection module are not alphabetized.,inspector lists in the periodic inspection module are not alphabetized,neutral
DOCE Admin Aide,Finding specific cases can be difficult.,finding specific cases can be difficult,negative
DOCE Admin Aide,Parcel History provides limited information when reviewing large properties.,parcel history provides limited information when reviewing large properties,negative
DOCE Admin Aide,Important information can be difficult to locate within cases.,important information can be difficult to locate within cases,negative
DOCE Admin Aide,Case notes and attachments are not always organized consistently.,case notes and attachments are not always organized consistently,positive
DOCE Admin Aide,Some features behave differently across modules.,some features behave differently across modules,neutral
DOCE Admin Aide,Certain attachments cannot always be uploaded successfully.,certain attachments cannot always be uploaded successfully,positive
DOCE Admin Aide,Some complaint types do not have clearly defined workflows.,some complaint types do not have clearly defined workflows,negative
DOCE Admin Aide,Complaint cases can take significant time to open.,complaint cases can take significant time to open,negative
DOCE Admin Aide,System responsiveness slows when handling multiple activities simultaneously.,system responsiveness slows when handling multiple activities simultaneously,neutral
DOCE Admin Aide,Uploading documents can impact performance.,uploading documents can impact performance,neutral
DOCE Admin Aide,"Information must be accessed across IPS, Camino, AS400, GIS, Outlook, and other systems.",information must be accessed across ips camino as gis outlook and other systems,neutral
DOCE Admin Aide,Duplicate data entry is required across multiple applications.,duplicate data entry is required across multiple applications,neutral
DOCE Admin Aide,Staff must frequently switch between systems to complete a task.,staff must frequently switch between systems to complete a task,neutral
DOCE Admin Aide,Ownership information can be difficult to verify.,ownership information can be difficult to verify,negative
DOCE Admin Aide,Address changes are not always reflected consistently.,address changes are not always reflected consistently,neutral
DOCE Admin Aide,Multiple property research tools must be used together.,multiple property research tools must be used together,neutral
DOCE Admin Aide,"Staff rely heavily on personal notes, cheat sheets, and reference documents.",staff rely heavily on personal notes cheat sheets and reference documents,negative
DOCE Admin Aide,Knowledge of certain processes is dependent on individual staff experience.,knowledge of certain processes is dependent on individual staff experience,positive
DOCE Admin Aide,Limited standardization exists across some administrative workflows.,limited standardization exists across some administrative workflows,negative
DOCE Admin Aide,Calls automatically disconnect after several minutes.,calls automatically disconnect after several minutes,neutral
DOCE Admin Aide,Long scheduling conversations are frequently interrupted.,long scheduling conversations are frequently interrupted,negative
DOCE Admin Aide,Customers become frustrated when calls are dropped.,customers become frustrated when calls are dropped,negative
DOCE Admin Aide,Staff lose significant time handling repeat calls.,staff lose significant time handling repeat calls,negative
DOCE Admin Aide,High call volumes create interruptions throughout the day.,high call volumes create interruptions throughout the day,negative
DOCE Admin Aide,Front-counter traffic can become overwhelming.,front counter traffic can become overwhelming,neutral
DOCE Admin Aide,Staff often support requests intended for other city departments.,staff often support requests intended for other city departments,positive
DOCE Supervisors,Missed Case Tracking: Cases can be missed if tickle dates are not entered correctly.,missed case tracking cases can be missed if tickle dates are not entered correctly,negative
DOCE Supervisors,No Automatic Monitoring: No system-generated alerts for inactive or stalled cases.,no automatic monitoring no system generated alerts for inactive or stalled cases,negative
DOCE Supervisors,Open Case Cleanup: Large number of legacy and inactive cases require manual cleanup.,open case cleanup large number of legacy and inactive cases require manual cleanup,positive
DOCE Supervisors,"Cases Easily Lost: Cases, permits, and assignments can disappear from visibility if workflows are not followed correctly.",cases easily lost cases permits and assignments can disappear from visibility if workflows are not followed correctly,negative
DOCE Supervisors,Human Error Dependency: The system relies heavily on users remembering to complete actions.,human error dependency the system relies heavily on users remembering to complete actions,negative
DOCE Supervisors,Incomplete Historical Data: Historical information is missing or difficult to locate.,incomplete historical data historical information is missing or difficult to locate,negative
DOCE Supervisors,Difficult Property Research: Researching property history requires navigating multiple records and screens.,difficult property research researching property history requires navigating multiple records and screens,negative
DOCE Supervisors,Parcel Search Challenges: Subdivided and inactive parcels are difficult to track.,parcel search challenges subdivided and inactive parcels are difficult to track,negative
DOCE Supervisors,Scattered Information: Related property information is not presented in a single view.,scattered information related property information is not presented in a single view,neutral
DOCE Supervisors,Limited Reporting Capability: Reporting and analysis require significant manual effort.,limited reporting capability reporting and analysis require significant manual effort,neutral
DOCE Supervisors,"No Advanced Analytics: Limited ability to identify trends, recurring offenders, or enforcement patterns.",no advanced analytics limited ability to identify trends recurring offenders or enforcement patterns,negative
DOCE Supervisors,Volume Challenges: IPS becomes cumbersome as case volume increases.,volume challenges ips becomes cumbersome as case volume increases,positive
DOCE Supervisors,Specialized Knowledge Required: Users require significant experience to fully utilize the system.,specialized knowledge required users require significant experience to fully utilize the system,positive
DOCE Supervisors,No Batch Processing: Large-scale updates and cleanup activities are difficult to perform.,no batch processing large scale updates and cleanup activities are difficult to perform,negative
DOCE Supervisors,"Too Many Systems: Staff must use IPS, Camino, AS400, OnBase, GIS, Compliance Engine, spreadsheets, and other tools to complete a single workflow.",too many systems staff must use ips camino as onbase gis compliance engine spreadsheets and other tools to complete a single workflow,neutral
DOCE Supervisors,Duplicate Data Entry: Information must be entered and verified across multiple applications.,duplicate data entry information must be entered and verified across multiple applications,neutral
DOCE Supervisors,No Single Source of Truth: Property information is distributed across multiple databases.,no single source of truth property information is distributed across multiple databases,neutral
DOCE Supervisors,Missing Historical Records: Some historical records were lost or remain inaccessible.,missing historical records some historical records were lost or remain inaccessible,negative
DOCE Supervisors,"Paper-Based Archives: Information remains stored in microfiche, paper files, and legacy systems.",paper based archives information remains stored in microfiche paper files and legacy systems,neutral
DOCE Supervisors,Incomplete Digital Migration: Historical information has not been fully digitized.,incomplete digital migration historical information has not been fully digitized,neutral
DOCE Supervisors,Email Overload: Excessive reliance on email for project management and collaboration.,email overload excessive reliance on email for project management and collaboration,negative
DOCE Supervisors,Cross-Department Visibility: Difficult to understand case status once another department becomes involved.,cross department visibility difficult to understand case status once another department becomes involved,negative
DOCE Supervisors,"Coordination Delays: Multiple departments are involved in many workflows, creating delays.",coordination delays multiple departments are involved in many workflows creating delays,positive
DOCE Supervisors,Camino Frustration: Contractors frequently struggle with Camino.,camino frustration contractors frequently struggle with camino,negative
DOCE Supervisors,"Address Discrepancies: Property addresses often differ between systems, creating confusion.",address discrepancies property addresses often differ between systems creating confusion,neutral
DOCE Supervisors,Constituent Escalations: Supervisors spend significant time responding to escalated complaints and requests.,constituent escalations supervisors spend significant time responding to escalated complaints and requests,negative
DOCE Zoning,"Fragmented Historical Records: Historical property, zoning, and parcel records are scattered across IPS, Camino, OnBase, AS400, microfiche, and paper archives, making research time-consuming.",fragmented historical records historical property zoning and parcel records are scattered across ips camino onbase as microfiche and paper archives making research time consuming,neutral
DOCE Zoning,"Complex Property Research: Parcel history is difficult to follow after subdivisions, lot alterations, ownership changes, and address changes.",complex property research parcel history is difficult to follow after subdivisions lot alterations ownership changes and address changes,negative
DOCE Zoning,"Incomplete Digital Records: Many historical zoning projects and approvals have not been migrated into IPS, requiring staff to search legacy systems.",incomplete digital records many historical zoning projects and approvals have not been migrated into ips requiring staff to search legacy systems,neutral
DOCE Zoning,"Limited Search Functionality: Searching historical parcels, addresses, and zoning records is inefficient due to limited filtering and search capabilities.",limited search functionality searching historical parcels addresses and zoning records is inefficient due to limited filtering and search capabilities,negative
DOCE Zoning,"Scattered Project Information: Project documents, approvals, and historical records are distributed across multiple systems, making it difficult to view complete project history.",scattered project information project documents approvals and historical records are distributed across multiple systems making it difficult to view complete project history,negative
DOCE Zoning,Missing Supporting Documentation: Older zoning projects often contain incomplete attachments or missing supporting documents within IPS.,missing supporting documentation older zoning projects often contain incomplete attachments or missing supporting documents within ips,positive
DOCE Zoning,"Late Zoning Reviews: Certificate of Use and zoning reviews sometimes occur too late in the permitting process, delaying approvals.",late zoning reviews certificate of use and zoning reviews sometimes occur too late in the permitting process delaying approvals,neutral
DOCE Zoning,Manual Research Process: Staff must switch between multiple systems and physical archives to complete property research.,manual research process staff must switch between multiple systems and physical archives to complete property research,neutral
DOCE Zoning,High Communication Volume: Responding to applicant inquiries and coordinating with reviewing departments consumes significant staff time.,high communication volume responding to applicant inquiries and coordinating with reviewing departments consumes significant staff time,positive
DOCE Zoning,Cross-Department Dependencies: Zoning reviews depend on timely input and coordination from multiple City departments.,cross department dependencies zoning reviews depend on timely input and coordination from multiple city departments,neutral
DOCE Zoning,Legacy Record Dependency: Historical paper files and basement archives are still required to complete many zoning reviews.,legacy record dependency historical paper files and basement archives are still required to complete many zoning reviews,neutral
DOCE Office Manager,Duplicate ownership and contact records.,duplicate ownership and contact records,neutral
DOCE Office Manager,Ownership updates do not consistently populate across records.,ownership updates do not consistently populate across records,neutral
DOCE Office Manager,"Difficult to track relationships between owners, agents, and businesses.",difficult to track relationships between owners agents and businesses,negative
DOCE Office Manager,Property manager information is difficult to maintain.,property manager information is difficult to maintain,negative
DOCE Office Manager,Address updates require extensive manual effort.,address updates require extensive manual effort,neutral
DOCE Office Manager,Mailing and parcel addresses are managed separately.,mailing and parcel addresses are managed separately,neutral
DOCE Office Manager,Changes often require updates in multiple locations,changes often require updates in multiple locations,neutral
DOCE Office Manager,Tracking ownership changes requires extensive manual research.,tracking ownership changes requires extensive manual research,neutral
DOCE Office Manager,Difficult to locate ownership and historical property information.,difficult to locate ownership and historical property information,negative
DOCE Office Manager,Parcel History can be difficult to navigate.,parcel history can be difficult to navigate,negative
DOCE Office Manager,Historical records are not easily accessible. Historical property information can be difficult to locate.,historical records are not easily accessible historical property information can be difficult to locate,negative
DOCE Office Manager,Searching across properties and cases is inefficient.,searching across properties and cases is inefficient,neutral
DOCE Office Manager,Frequent crashes and memory-related errors.,frequent crashes and memory related errors,negative
DOCE Office Manager,Unexpected shutdowns can result in lost work.,unexpected shutdowns can result in lost work,negative
DOCE Office Manager,Performance decreases when handling multiple records.,performance decreases when handling multiple records,neutral
DOCE Office Manager,BAA referrals require significant manual oversight.,baa referrals require significant manual oversight,positive
DOCE Office Manager,Document management and uploads can be inconsistent.,document management and uploads can be inconsistent,neutral
DOCE Office Manager,Administrative workflows are not standardized across modules.,administrative workflows are not standardized across modules,neutral
DOCE Office Manager,"Information is spread across IPS, AS400, Camino, ImageMate, GIS, deed searches, and other systems.",information is spread across ips as camino imagemate gis deed searches and other systems,neutral
DOCE Office Manager,Duplicate data entry is common.,duplicate data entry is common,neutral
DOCE Office Manager,No centralized source of property and ownership information exists.,no centralized source of property and ownership information exists,negative
DOCE Office Manager,Ownership search and verification require multiple systems.,ownership search and verification require multiple systems,neutral
DOCE Office Manager,Tickets are frequently returned for minor corrections.,tickets are frequently returned for minor corrections,neutral
DOCE Office Manager,Multiple review cycles delay enforcement activities.,multiple review cycles delay enforcement activities,negative
DOCE Office Manager,"Significant coordination is required between Office Managers, inspectors, and BAA.",significant coordination is required between office managers inspectors and baa,positive
DOCE Office Manager,High volumes of records management and research activities.,high volumes of records management and research activities,neutral
DOCE Office Manager,Significant time spent correcting data and ownership issues.,significant time spent correcting data and ownership issues,positive
DOCE Office Manager,Executive support and special projects compete with operational responsibilities.,executive support and special projects compete with operational responsibilities,positive
DOCE Fire Prevention Bureau,"Historical Research Takes Too Long: Researching prior violations, occupancy records, and property history requires multiple searches and system access.",historical research takes too long researching prior violations occupancy records and property history requires multiple searches and system access,negative
DOCE Fire Prevention Bureau,Difficult Certificate Research: Finding previous Certificates of Occupancy and capacity information requires extensive digging.,difficult certificate research finding previous certificates of occupancy and capacity information requires extensive digging,negative
DOCE Fire Prevention Bureau,Multiple Search Locations: Information exists in several areas of the system.,multiple search locations information exists in several areas of the system,neutral
DOCE Fire Prevention Bureau,Parcel Search Limitations: Parcel information must be exact and is difficult to locate.,parcel search limitations parcel information must be exact and is difficult to locate,negative
DOCE Fire Prevention Bureau,"Multiple Documentation Locations: Users document actions, inspections, photos, and violations in different places.",multiple documentation locations users document actions inspections photos and violations in different places,negative
DOCE Fire Prevention Bureau,Inconsistent Documentation Practices: Different users store information differently.,inconsistent documentation practices different users store information differently,neutral
DOCE Fire Prevention Bureau,Missing Parcel Information: Important parcel data is unavailable or difficult to locate.,missing parcel information important parcel data is unavailable or difficult to locate,negative
DOCE Fire Prevention Bureau,Inactive Parcel Issues: Parcels that are active appear inactive within IPS.,inactive parcel issues parcels that are active appear inactive within ips,positive
DOCE Fire Prevention Bureau,Certificate & Inspection Review Challenges,certificate inspection review challenges,positive
DOCE Fire Prevention Bureau,CofO Sign-Off Process: Reviewing Certificates of Occupancy requires checking multiple locations.,cofo sign off process reviewing certificates of occupancy requires checking multiple locations,neutral
DOCE Fire Prevention Bureau,Closed Inspection Visibility: Difficult to locate all completed inspections associated with a project.,closed inspection visibility difficult to locate all completed inspections associated with a project,negative
DOCE Fire Prevention Bureau,Review Tracking Challenges: Tracking inspection and permit review status is cumbersome.,review tracking challenges tracking inspection and permit review status is cumbersome,positive
DOCE Fire Prevention Bureau,Desktop Dependency: IPS does not function well outside the office.,desktop dependency ips does not function well outside the office,negative
DOCE Fire Prevention Bureau,No Effective Mobile Access: Inspectors cannot effectively use IPS in the field.,no effective mobile access inspectors cannot effectively use ips in the field,negative
DOCE Fire Prevention Bureau,Limited Real-Time Documentation: Inspection information is not easily entered from mobile devices.,limited real time documentation inspection information is not easily entered from mobile devices,negative
DOCE Fire Prevention Bureau,"Too Many Systems: Staff use IPS, Camino, EPR, Compliance Engine, Outlook, spreadsheets, and paper planners.",too many systems staff use ips camino epr compliance engine outlook spreadsheets and paper planners,neutral
DOCE Fire Prevention Bureau,Weak Integration: Information does not move efficiently between systems.,weak integration information does not move efficiently between systems,negative
DOCE Fire Prevention Bureau,Manual Coordination: Significant effort is required to coordinate data across platforms.,manual coordination significant effort is required to coordinate data across platforms,positive
DOCE Fire Prevention Bureau,No Built-In Calendar: Camino and EPR lack effective scheduling and calendar functionality.,no built in calendar camino and epr lack effective scheduling and calendar functionality,negative
DOCE Fire Prevention Bureau,"Multiple Scheduling Systems: Staff use Outlook, ERP, and permit systems (Camino) simultaneously.",multiple scheduling systems staff use outlook erp and permit systems camino simultaneously,neutral
DOCE Fire Prevention Bureau,Duplicate Scheduling Activities: Inspection scheduling must be maintained in multiple locations.,duplicate scheduling activities inspection scheduling must be maintained in multiple locations,neutral
DOCE Fire Prevention Bureau,"Large Volume of Documentation: Managing plans, inspections, corrections, and approvals is time-consuming.",large volume of documentation managing plans inspections corrections and approvals is time consuming,neutral
DOCE Fire Prevention Bureau,Permit Review Tracking: Monitoring project reviews requires manual follow-up.,permit review tracking monitoring project reviews requires manual follow up,neutral
DOCE Fire Prevention Bureau,Property Identification Issues: Properties with multiple businesses or occupancies are difficult to manage.,property identification issues properties with multiple businesses or occupancies are difficult to manage,negative
DOCE Fire Prevention Bureau,Address Matching Challenges: Searches require exact addresses.,address matching challenges searches require exact addresses,positive
LAW Law,"Incomplete Case Documentation: Legal work cannot proceed when notices, Nail & Mail documentation, photographs, or inspection records have not been uploaded into IPS.",incomplete case documentation legal work cannot proceed when notices nail mail documentation photographs or inspection records have not been uploaded into ips,positive
LAW Law,"Underutilized System: IPS is valuable when fully utilized, but inconsistent use by Code Enforcement results in incomplete notes and missing documentation.",underutilized system ips is valuable when fully utilized but inconsistent use by code enforcement results in incomplete notes and missing documentation,negative
LAW Law,Limited Property Overview: IPS cannot easily combine multiple complaints and violations into a comprehensive property-level view.,limited property overview ips cannot easily combine multiple complaints and violations into a comprehensive property level view,negative
LAW Law,External Data Dependency: Water records require AS400 and tax information requires external systems because they are not integrated into IPS.,external data dependency water records require as and tax information requires external systems because they are not integrated into ips,neutral
LAW Law,Limited Document Export: IPS information cannot easily transfer into Microsoft Word for preparing legal documents.,limited document export ips information cannot easily transfer into microsoft word for preparing legal documents,negative
LAW Law,Difficult Record Review: The Action Notes layout makes reviewing case history difficult because information is not presented clearly.,difficult record review the action notes layout makes reviewing case history difficult because information is not presented clearly,negative
LAW Law,"Documentation Quality: Court cases are delayed when inspectors do not consistently upload documents, photographs, or complete notes.",documentation quality court cases are delayed when inspectors do not consistently upload documents photographs or complete notes,negative
LAW Law,"Manual Legal Research: Ownership, tax, and legal research require multiple external systems including Westlaw, County Clerk, eTax, and AS400",manual legal research ownership tax and legal research require multiple external systems including westlaw county clerk etax and as,positive
LAW Law,Evidence Collection: Gathering exhibits and supporting documentation requires manual coordination across multiple departments and file repositories.,evidence collection gathering exhibits and supporting documentation requires manual coordination across multiple departments and file repositories,positive
LAW Law,Cross-Department Dependencies: Legal work depends on inspectors completing investigations and providing complete documentation before cases can proceed.,cross department dependencies legal work depends on inspectors completing investigations and providing complete documentation before cases can proceed,positive
BAA BAA Ops,Manual Ticket Review: Staff has to open individual cases to determine whether violations or fines exists.,manual ticket review staff has to open individual cases to determine whether violations or fines exists,negative
BAA BAA Ops,Manual Fee Processing: Default fees must be applied individually rather than in bulk.,manual fee processing default fees must be applied individually rather than in bulk,neutral
BAA BAA Ops,Case Note Management: Case notes become difficult to follow when multiple rounds of tickets exist for the same case.,case note management case notes become difficult to follow when multiple rounds of tickets exist for the same case,negative
BAA BAA Ops,Limited Search Functionality: Not enough filtering options are available when searching addresses and multiple cases.,limited search functionality not enough filtering options are available when searching addresses and multiple cases,negative
BAA BAA Ops,Complex Navigation: IPS contains numerous tabs and action buttons that are rarely used.,complex navigation ips contains numerous tabs and action buttons that are rarely used,neutral
BAA BAA Ops,Inspection Information: The inspection tab contains information that BAA Operations staff does not use,inspection information the inspection tab contains information that baa operations staff does not use,neutral
BAA BAA Ops,Limited Action Options: Additional action and dropdown options are needed for common BAA activities.,limited action options additional action and dropdown options are needed for common baa activities,negative
BAA BAA Ops,Manual Document Preparation: Decisions are drafted in Word and converted to PDF before uploading.,manual document preparation decisions are drafted in word and converted to pdf before uploading,neutral
BAA BAA Ops,Ownership Research: Ownership information requires searching AS400.,ownership research ownership information requires searching as,neutral
BAA BAA Ops,"Multiple Systems: Daily work requires switching between IPS, Word, Outlook, Foxit, Westlaw, and AS400.",multiple systems daily work requires switching between ips word outlook foxit westlaw and as,neutral
DOCE Housing Inspectors,System Freezing: IPS frequently freezes or experiences loading delays.,system freezing ips frequently freezes or experiences loading delays,negative
DOCE Housing Inspectors,Slow Performance: Opening cases and completing actions can be slow.,slow performance opening cases and completing actions can be slow,neutral
DOCE Housing Inspectors,System Shutdowns: IPS occasionally requires restarts or intervention to function properly.,system shutdowns ips occasionally requires restarts or intervention to function properly,neutral
DOCE Housing Inspectors,Remote Access Issues: Difficulties connecting to IPS remotely from the field.,remote access issues difficulties connecting to ips remotely from the field,negative
DOCE Housing Inspectors,No Global Case View: Difficult to review all active and closed cases associated with a property.,no global case view difficult to review all active and closed cases associated with a property,negative
DOCE Housing Inspectors,Case Navigation Complexity: Navigating cases requires extensive system knowledge and experience.,case navigation complexity navigating cases requires extensive system knowledge and experience,neutral
DOCE Housing Inspectors,Too Many Actions: Large numbers of actions and dropdown options create inefficiencies.,too many actions large numbers of actions and dropdown options create inefficiencies,positive
DOCE Housing Inspectors,"No Case Categorization: Cases cannot easily be categorized by status such as drive-by inspections, waiting on owners, or follow-up activities.",no case categorization cases cannot easily be categorized by status such as drive by inspections waiting on owners or follow up activities,negative
DOCE Housing Inspectors,No Automated Case Monitoring: Difficult to identify cases lacking inspection dates or pending reviews.,no automated case monitoring difficult to identify cases lacking inspection dates or pending reviews,negative
DOCE Housing Inspectors,Ownership Information Issues: Ownership information is not always updated consistently.,ownership information issues ownership information is not always updated consistently,neutral
DOCE Housing Inspectors,Address Management Problems: Address changes do not automatically update across all cases.,address management problems address changes do not automatically update across all cases,negative
DOCE Housing Inspectors,No Unified Address Book: Property and ownership information can vary between systems.,no unified address book property and ownership information can vary between systems,positive
DOCE Housing Inspectors,Lead Map Accessibility: Lead-risk information is not readily available within cases.,lead map accessibility lead risk information is not readily available within cases,negative
DOCE Housing Inspectors,Limited Water Information Access: Water records are not available directly in IPS.,limited water information access water records are not available directly in ips,negative
DOCE Housing Inspectors,Information Fragmentation: Important information exists in multiple systems and locations.,information fragmentation important information exists in multiple systems and locations,positive
DOCE Housing Inspectors,Limited Field Access: Inspectors cannot fully access or update IPS while in the field.,limited field access inspectors cannot fully access or update ips while in the field,negative
DOCE Housing Inspectors,Photo Upload Process: Uploading and organizing photos is cumbersome.,photo upload process uploading and organizing photos is cumbersome,neutral
DOCE Housing Inspectors,No Mobile Workflow: Inspectors must often return to the office to complete documentation.,no mobile workflow inspectors must often return to the office to complete documentation,negative
DOCE Housing Inspectors,No Laptop Access: Limited ability to update cases during inspections.,no laptop access limited ability to update cases during inspections,negative
DOCE Housing Inspectors,"Too Many Systems: Inspectors must use IPS, AS400, GIS, Outlook, Dropbox, spreadsheets, lead maps, and external databases.",too many systems inspectors must use ips as gis outlook dropbox spreadsheets lead maps and external databases,neutral
DOCE Housing Inspectors,"Repeated Research: Ownership, water, and lead information require separate searches.",repeated research ownership water and lead information require separate searches,neutral
DOCE Housing Inspectors,No Single Source of Truth: Property information is spread across multiple applications.,no single source of truth property information is spread across multiple applications,neutral
DOCE Housing Inspectors,Coordination Delays: Delays occur when waiting for information from other staff or departments.,coordination delays delays occur when waiting for information from other staff or departments,neutral
DOCE Housing Inspectors,Shared Data Issues: Information entered by multiple users can create delays or confusion.,shared data issues information entered by multiple users can create delays or confusion,positive
DOCE Housing Inspectors,Address Updates: Address corrections are not consistently communicated throughout systems.,address updates address corrections are not consistently communicated throughout systems,neutral
DOCE Housing Inspectors,Manual Tracking: Inspectors maintain spreadsheets and notes to manage workloads.,manual tracking inspectors maintain spreadsheets and notes to manage workloads,neutral
DOCE Housing Inspectors,Lead Map Verification: Frequent manual checking of lead maps.,lead map verification frequent manual checking of lead maps,neutral
DOCE Housing Inspectors,Violation Entry Delays: Simultaneous data entry can slow violation processing.,violation entry delays simultaneous data entry can slow violation processing,negative
DOCE Housing Inspectors,Large Dropdown Lists: Long dropdown menus make data entry inefficient.,large dropdown lists long dropdown menus make data entry inefficient,neutral
DOCE Housing Inspectors,Case Organization Difficulties: Difficult to distinguish between different case types and statuses.,case organization difficulties difficult to distinguish between different case types and statuses,negative
